Student_ID,Student_Name,University,Program,Graduation_Year,Region,Gender,Caste_Category,Socioeconomic_Status,Location_Type,Employment_Status,Industry,Avg_Starting_Salary,Employment_Rate,Avg_Time_to_Employment_months,Job_Satisfaction_Score,Tuition_Fees,Avg_Debt,Scholarship_Amount,ROI_Score,Career_Services_Score,Career_Guidance_Hours,Internship_Rate,Mentorship_Program,Alumni_Network_Score,Networking_Events_Attended
848,Ananya Joshi,Amity University,Psychology,2019,North,Female,ST,Middle,Urban,Employed,Research,898194,0.94,3.7,6.6,476825,182978,12170,1.93,7.7,23,0.87,Yes,9.5,5
849,Aadhya Varma,IIT Madras,Mechanical Engineering,2018,South,Female,ST,Middle,Urban,Employed,Public Sector,946975,0.87,3.9,6.4,270098,93296,45121,4.21,9.5,27,0.7,Yes,7.7,9
850,Sai Reddy,IIM Ahmedabad,Biotechnology,2022,East,Male,ST,High,Urban,Employed,Finance,836204,0.92,3.6,8.3,604803,213621,29377,1.45,8.5,21,0.78,Yes,7.6,7
851,Pari Menon,Manipal University,Mechanical Engineering,2019,East,Female,General,High,Urban,Unemployed,,0,0.9,,,652005,370005,211889,0.0,9.1,12,0.84,No,9.6,2
852,Navya Desai,Anna University,Electrical Engineering,2022,North,Female,SC,Middle,Urban,Unemployed,,0,0.89,,,294810,113224,98827,0.0,8.4,15,0.84,No,7.0,10
853,Rohan Nair,VIT Vellore,Electrical Engineering,2021,East,Male,SC,Low,Rural,Employed,Education,540633,0.92,3.0,8.9,371692,247387,137599,2.31,9.2,21,0.84,Yes,7.2,0
854,Arjun Patel,VIT Vellore,Civil Engineering,2019,South,Male,SC,High,Urban,Employed,Manufacturing,879937,0.81,3.3,6.5,610227,335022,222949,2.27,9.8,13,0.76,Yes,9.1,1
855,Sara Joshi,Amity University,Computer Science,2023,North,Female,SC,Middle,Urban,Employed,IT,669728,0.95,1.3,8.1,511165,336154,155941,1.89,7.7,24,0.81,No,9.5,2
856,Vivaan Sharma,VIT Vellore,Electrical Engineering,2020,West,Male,ST,High,Urban,Employed,Research,1047656,0.84,3.5,9.0,192862,140847,20856,6.09,8.7,16,0.73,Yes,9.9,4
857,Vivaan Bhat,BITS Pilani,Economics,2018,South,Male,OBC,High,Urban,Employed,Research,804254,0.94,3.7,7.8,660497,202769,29295,1.27,8.1,21,0.94,No,8.7,0
858,Myra Gupta,Manipal University,Economics,2020,East,Male,General,High,Rural,Employed,IT,848150,0.92,2.8,6.8,467924,276359,66777,2.11,7.9,23,0.8,Yes,7.1,3
859,Saanvi Bose,IIM Ahmedabad,Computer Science,2019,South,Female,ST,Low,Rural,Employed,Manufacturing,1320336,0.91,3.8,9.0,554058,203530,218634,3.94,7.4,14,0.76,No,7.9,10
860,Meera Joshi,IIM Bangalore,Electrical Engineering,2023,North,Male,General,High,Rural,Employed,Research,950668,0.84,1.6,7.4,304684,188823,94942,4.53,7.9,12,0.86,No,9.5,3
861,Arjun Das,Anna University,Electrical Engineering,2019,South,Female,General,Middle,Urban,Employed,Education,876231,0.94,2.6,7.6,362134,280538,9105,2.48,9.4,12,0.88,No,7.7,5
862,Ishaan Pandey,Christ University,Psychology,2021,West,Female,SC,Middle,Rural,Employed,Education,772308,0.87,3.8,8.4,501800,388139,94500,1.9,9.9,28,0.82,No,8.3,8
863,Myra Reddy,BITS Pilani,Civil Engineering,2020,East,Female,OBC,Low,Urban,Employed,Consulting,555140,0.89,3.4,6.7,173200,98333,1038,3.22,8.7,29,0.93,No,9.8,6
864,Anika Nair,IIM Ahmedabad,Business Administration,2018,South,Female,ST,Middle,Rural,Employed,Healthcare,758195,0.83,1.4,9.3,164204,86469,36199,5.92,7.4,28,0.95,No,8.1,0
865,Ishaan Chatterjee,Jadavpur University,Civil Engineering,2020,East,Male,OBC,Middle,Urban,Employed,Education,629895,0.81,2.9,8.9,373861,246448,14637,1.75,8.4,24,0.76,Yes,8.2,7
866,Navya Pandey,Amity University,Electrical Engineering,2018,West,Male,General,Low,Rural,Employed,Education,1133980,0.84,3.5,8.6,483799,182977,95092,2.92,9.4,15,0.81,No,9.0,10
867,Pari Patel,IIT Bombay,Psychology,2020,West,Male,OBC,High,Urban,Employed,Manufacturing,878934,0.83,2.4,6.4,383375,288477,121320,3.35,8.4,22,0.87,No,8.7,0
868,Vihaan Pandey,Christ University,Electrical Engineering,2023,East,Female,General,Low,Rural,Employed,IT,1039326,0.85,3.0,9.8,188133,58821,19920,6.18,8.5,14,0.72,Yes,9.0,1
869,Sara Sharma,Jadavpur University,Data Science,2021,North,Male,General,Low,Rural,Employed,Manufacturing,678043,0.83,3.2,8.4,186786,74570,25967,4.22,8.1,14,0.83,No,8.0,2
870,Saanvi Mehta,SRM University,Civil Engineering,2023,East,Female,OBC,High,Rural,Employed,Healthcare,643020,0.95,2.8,6.7,396028,148185,39525,1.8,8.9,24,0.76,Yes,9.3,4
871,Aadhya Mehta,Manipal University,Civil Engineering,2021,West,Female,OBC,Low,Urban,Unemployed,,0,0.81,,,241338,133613,4555,0.0,8.4,11,0.84,No,7.3,2
872,Myra Bhat,Anna University,Mechanical Engineering,2018,North,Male,OBC,Middle,Urban,Employed,Public Sector,929656,0.92,3.9,8.0,280737,106114,13077,3.47,8.1,27,0.76,Yes,9.5,10
873,Sara Singh,Delhi University,Data Science,2020,West,Female,ST,Low,Rural,Employed,Manufacturing,709162,0.91,3.3,7.2,302199,122363,28402,2.59,9.9,14,0.94,Yes,9.9,2
874,Aadhya Chatterjee,VIT Vellore,Marketing,2018,West,Male,OBC,Low,Rural,Employed,Research,635931,0.95,1.7,9.4,341931,242951,88482,2.51,7.6,22,0.76,No,9.0,1
875,Meera Patel,IIM Bangalore,Economics,2021,North,Female,SC,Low,Urban,Unemployed,,0,0.8,,,480569,199223,146509,0.0,9.8,30,0.84,Yes,9.3,10
876,Vivaan Gupta,SRM University,Economics,2023,East,Male,ST,High,Urban,Employed,Research,1145392,0.81,2.0,8.3,390374,228546,124132,4.3,9.0,20,0.88,No,8.2,2
877,Vivaan Pandey,IIT Bombay,Economics,2021,East,Female,General,Low,Rural,Employed,Education,720072,0.89,2.1,6.7,167728,98085,11970,4.62,8.7,16,0.85,No,8.1,7
878,Aarav Nair,IIT Delhi,Data Science,2022,North,Male,ST,Low,Urban,Employed,Public Sector,516326,0.95,2.9,7.9,250761,92274,86721,3.15,7.3,16,0.84,No,7.9,9
879,Ira Chopra,IIT Delhi,Marketing,2021,West,Female,OBC,Low,Urban,Employed,Public Sector,447838,0.92,3.9,8.1,392561,133451,48594,1.3,7.4,10,0.82,No,9.0,7
880,Meera Bose,IIM Ahmedabad,Civil Engineering,2023,North,Male,SC,Low,Urban,Employed,Research,494868,0.84,1.4,6.6,494788,224823,8094,1.02,9.9,28,0.86,Yes,9.0,9
881,Vivaan Pandey,Christ University,Computer Science,2022,East,Female,ST,Middle,Rural,Employed,Public Sector,1052516,0.85,3.0,7.7,447892,241847,13091,2.42,7.0,27,0.82,No,8.3,6
882,Ananya Desai,Anna University,Marketing,2021,South,Female,SC,Low,Rural,Employed,Consulting,689628,0.85,1.7,6.8,597354,385480,8853,1.17,7.8,10,0.8,No,8.0,9
883,Myra Singh,Jadavpur University,Economics,2023,North,Male,ST,Middle,Urban,Employed,Consulting,1311639,0.83,2.0,6.6,294025,171903,49827,5.37,7.7,21,0.85,Yes,7.6,2
884,Ira Bose,VIT Vellore,Civil Engineering,2022,East,Female,SC,Low,Urban,Employed,Education,1108421,0.84,3.9,9.0,699999,427267,175845,2.11,8.8,19,0.8,No,8.0,4
885,Rohan Das,Manipal University,Data Science,2022,West,Male,SC,High,Urban,Employed,Healthcare,1201218,0.95,1.8,8.1,404235,289792,67758,3.57,7.8,17,0.84,No,8.4,10
886,Meera Menon,IIT Madras,Civil Engineering,2022,South,Male,SC,High,Rural,Employed,Public Sector,1004812,0.82,1.5,9.9,379141,301099,139769,4.2,8.9,28,0.91,No,9.6,9
887,Ira Nair,IIT Delhi,Electrical Engineering,2020,East,Male,ST,Low,Rural,Employed,Consulting,918505,0.81,1.0,7.2,352077,156157,108212,3.77,8.1,28,0.73,Yes,8.4,9
888,Sara Das,BITS Pilani,Mechanical Engineering,2019,North,Male,OBC,High,Urban,Employed,Consulting,636360,0.89,2.8,6.8,261816,96395,15046,2.58,7.6,20,0.91,No,9.6,9
889,Diya Mehta,IIT Delhi,Biotechnology,2020,North,Female,General,High,Urban,Employed,Consulting,799325,0.81,1.6,9.6,462837,182624,182390,2.85,8.0,12,0.72,No,8.2,3
890,Sara Menon,Amity University,Electrical Engineering,2020,West,Male,OBC,Low,Rural,Employed,Manufacturing,939277,0.89,3.1,9.2,428001,215408,28254,2.35,7.1,24,0.88,No,7.7,6
891,Meera Sharma,IIT Delhi,Biotechnology,2022,West,Female,OBC,High,Rural,Employed,IT,991061,0.81,1.8,10.0,310422,230662,85697,4.41,7.3,25,0.81,No,9.0,4
892,Krishna Joshi,IIT Delhi,Electrical Engineering,2022,South,Male,SC,Low,Urban,Employed,Education,571662,0.89,1.5,9.2,592629,293601,47493,1.05,8.3,15,0.75,Yes,8.0,0
893,Arjun Sharma,IIT Madras,Business Administration,2019,North,Female,General,Low,Urban,Employed,IT,761268,0.93,2.1,9.3,380120,151528,107031,2.79,8.4,13,0.87,No,7.2,7
894,Sara Nair,SRM University,Psychology,2020,South,Female,SC,Low,Urban,Employed,Consulting,783463,0.83,1.1,7.1,370839,121644,45361,2.41,9.7,27,0.89,No,9.2,2
895,Vihaan Nair,Delhi University,Data Science,2021,North,Female,General,High,Urban,Employed,Manufacturing,775650,0.96,1.8,9.5,321344,202754,17354,2.55,7.9,11,0.81,No,9.6,7
896,Aditya Mehta,VIT Vellore,Psychology,2020,South,Female,SC,Middle,Urban,Employed,IT,595162,0.91,2.0,9.5,555083,266373,141983,1.44,7.7,24,0.74,No,9.6,1
897,Sai Nair,IIM Ahmedabad,Marketing,2023,East,Male,SC,Middle,Rural,Employed,Education,1170818,0.94,1.3,6.3,681767,451570,77297,1.94,9.8,30,0.75,Yes,8.5,0
898,Aditya Varma,Anna University,Biotechnology,2023,West,Male,OBC,High,Rural,Employed,IT,754703,0.9,2.1,8.4,227525,119952,6485,3.41,9.6,11,0.9,Yes,8.5,9
899,Anika Singh,Manipal University,Business Administration,2018,West,Male,SC,High,Urban,Employed,Manufacturing,608112,0.83,1.1,9.4,334028,123941,129035,2.97,9.8,17,0.76,No,9.2,2
900,Arjun Iyer,BITS Pilani,Electrical Engineering,2019,West,Female,SC,High,Rural,Employed,Healthcare,1176917,0.85,3.5,8.0,151580,97947,53507,12.0,7.6,19,0.78,Yes,9.9,9
901,Saanvi Joshi,IIT Delhi,Data Science,2022,East,Female,General,Low,Urban,Employed,Research,1108648,0.88,2.9,9.6,682138,438053,37419,1.72,8.8,16,0.9,No,9.6,6
902,Sara Kumar,IIT Madras,Marketing,2021,South,Female,ST,Low,Rural,Employed,Public Sector,828177,0.95,2.0,6.3,647198,297357,44694,1.37,7.5,14,0.7,Yes,8.1,9
903,Arjun Sharma,VIT Vellore,Business Administration,2018,North,Male,OBC,High,Rural,Employed,Consulting,446312,0.84,3.0,9.2,580453,237511,39750,0.83,8.8,28,0.8,No,7.9,10
904,Sara Menon,Christ University,Marketing,2018,West,Female,OBC,Low,Rural,Unemployed,,0,0.83,,,501508,316763,163447,0.0,8.5,27,0.78,Yes,8.9,1
905,Rohan Chatterjee,SRM University,Computer Science,2018,South,Male,SC,High,Urban,Employed,Finance,1006592,0.89,3.7,6.5,335367,243225,24736,3.24,9.8,12,0.79,No,7.5,5
906,Meera Nair,Christ University,Economics,2018,North,Female,ST,Middle,Rural,Employed,Finance,761010,0.81,2.2,8.3,492587,212340,140832,2.16,7.2,19,0.89,Yes,7.9,8
907,Pari Roy,VIT Vellore,Biotechnology,2023,West,Female,OBC,Middle,Rural,Employed,Research,761577,0.84,3.0,6.4,445456,344277,104672,2.23,9.2,13,0.85,Yes,9.3,2
908,Sara Nair,IIT Madras,Mechanical Engineering,2018,North,Male,OBC,Low,Rural,Employed,Education,1078099,0.82,3.6,7.8,321017,194493,69716,4.29,7.7,19,0.88,Yes,9.9,6
909,Saanvi Bhat,Jadavpur University,Marketing,2018,South,Female,General,High,Urban,Employed,IT,841137,0.8,3.8,9.0,209782,85941,56621,5.49,8.3,15,0.88,Yes,7.1,8
910,Diya Kumar,Delhi University,Economics,2020,North,Male,General,Low,Rural,Employed,Manufacturing,724309,0.96,3.5,8.5,433275,182900,138794,2.46,9.7,10,0.93,Yes,8.6,10
911,Saanvi Bhat,IIT Delhi,Computer Science,2021,South,Female,ST,High,Rural,Employed,Research,980035,0.91,3.6,6.8,405921,295874,46480,2.73,9.5,16,0.92,No,10.0,7
912,Sara Reddy,Delhi University,Business Administration,2018,West,Male,ST,Low,Rural,Employed,Healthcare,955621,0.83,1.7,8.4,605138,348604,203678,2.38,7.3,16,0.74,Yes,9.9,1
913,Meera Varma,Manipal University,Civil Engineering,2020,West,Female,OBC,Middle,Urban,Employed,IT,879061,0.94,1.5,8.5,575785,447001,126426,1.96,8.5,11,0.81,No,7.3,8
914,Navya Iyer,Christ University,Data Science,2022,West,Male,General,High,Urban,Employed,Public Sector,685312,0.89,1.9,8.6,579655,207742,131902,1.53,9.1,28,0.8,Yes,8.1,2
915,Aarav Nair,Manipal University,Economics,2019,West,Female,SC,High,Rural,Unemployed,,0,0.86,,,521093,306075,24694,0.0,7.4,19,0.85,Yes,8.3,3
916,Anika Singh,VIT Vellore,Economics,2022,South,Male,ST,High,Rural,Employed,IT,779969,0.81,2.3,8.5,616670,267670,124565,1.58,7.4,23,0.85,No,8.9,7
917,Aarav Chatterjee,IIT Delhi,Biotechnology,2022,East,Female,SC,High,Rural,Employed,Consulting,759265,0.82,2.4,7.2,448033,225277,19731,1.77,9.9,29,0.9,No,7.6,7
918,Navya Joshi,IIT Kanpur,Economics,2020,East,Male,ST,Middle,Urban,Employed,Consulting,754704,0.96,1.4,9.6,160356,111634,10922,5.05,9.0,22,0.92,No,8.5,0
919,Sai Chopra,IIT Madras,Psychology,2018,North,Male,ST,Middle,Rural,Employed,Manufacturing,873473,0.95,3.4,7.3,433702,246048,66234,2.38,8.1,17,0.7,Yes,7.3,4
920,Meera Chatterjee,IIT Kanpur,Marketing,2021,East,Female,SC,High,Urban,Employed,Healthcare,1098537,0.92,3.2,9.0,165276,61927,58599,10.3,9.4,11,0.7,Yes,9.7,6
921,Aditya Desai,Amity University,Marketing,2020,West,Female,OBC,Low,Rural,Employed,Finance,745775,0.89,2.4,8.9,423740,289680,50222,2.0,9.5,19,0.81,Yes,9.9,0
922,Aditya Varma,Anna University,Electrical Engineering,2021,South,Female,General,Low,Urban,Employed,Consulting,315151,0.87,1.8,7.4,278844,90290,35570,1.3,9.8,18,0.73,Yes,7.9,6
923,Meera Chopra,Christ University,Business Administration,2019,South,Male,SC,Low,Rural,Employed,Finance,976809,0.93,1.6,9.4,489326,369480,160243,2.97,8.8,14,0.78,No,9.6,1
924,Anika Sharma,IIM Ahmedabad,Civil Engineering,2021,East,Male,SC,Middle,Urban,Employed,Education,813398,0.9,2.0,6.4,653736,490552,79580,1.42,8.6,20,0.79,Yes,9.1,3
925,Meera Gupta,IIM Ahmedabad,Computer Science,2023,East,Female,General,Low,Rural,Unemployed,,0,0.87,,,514587,210507,43574,0.0,9.1,29,0.71,Yes,9.6,10
926,Sai Reddy,Amity University,Mechanical Engineering,2021,West,Female,OBC,High,Urban,Employed,Manufacturing,903187,0.92,2.0,7.3,596272,409162,140527,1.98,8.9,29,0.79,No,9.2,2
927,Saanvi Das,IIT Madras,Business Administration,2022,North,Male,SC,Low,Rural,Employed,Consulting,976921,0.86,2.8,7.0,663019,320981,44057,1.58,8.3,11,0.83,Yes,7.2,7
928,Ananya Singh,Anna University,Civil Engineering,2021,East,Female,OBC,Middle,Urban,Unemployed,,0,0.85,,,460165,163849,120912,0.0,7.4,28,0.81,No,8.7,9
929,Krishna Patel,IIM Ahmedabad,Civil Engineering,2022,North,Female,General,Low,Urban,Employed,Healthcare,616163,0.87,1.1,7.9,591749,202125,206442,1.6,7.2,30,0.83,Yes,7.6,8
930,Sai Chatterjee,IIT Bombay,Business Administration,2018,South,Male,ST,High,Rural,Employed,Education,858711,0.86,3.0,9.7,605915,237504,179377,2.01,7.2,24,0.87,No,7.5,3
931,Pari Varma,IIT Delhi,Mechanical Engineering,2020,South,Male,SC,Middle,Rural,Employed,Education,528683,0.9,1.2,7.2,550048,301581,192733,1.48,8.4,15,0.85,No,9.2,3
932,Myra Nair,Jadavpur University,Marketing,2020,East,Female,ST,High,Rural,Unemployed,,0,0.88,,,205216,124113,75381,0.0,8.8,11,0.73,No,7.1,9
933,Aarav Chatterjee,Amity University,Civil Engineering,2023,West,Female,OBC,Low,Urban,Employed,Education,638316,0.91,3.8,9.4,451454,173855,77282,1.71,8.2,26,0.89,No,9.2,9
934,Ira Desai,IIM Ahmedabad,Psychology,2022,East,Male,SC,Middle,Rural,Employed,Manufacturing,736947,0.94,1.9,8.2,693490,465296,26918,1.11,7.5,28,0.82,Yes,7.2,10
935,Anika Roy,Amity University,Mechanical Engineering,2020,East,Female,General,Middle,Rural,Employed,Finance,926592,0.97,1.3,6.7,428791,299039,54030,2.47,8.3,15,0.83,No,9.3,3
936,Aarav Kumar,Delhi University,Biotechnology,2022,North,Female,ST,High,Urban,Employed,Healthcare,710084,0.93,2.9,9.7,665568,477309,41831,1.14,7.8,28,0.7,Yes,9.7,9
937,Sai Iyer,Anna University,Psychology,2021,West,Male,SC,Middle,Urban,Employed,Healthcare,740891,0.93,2.4,9.0,381746,271633,97955,2.61,7.3,20,0.89,Yes,9.5,10
938,Diya Kumar,IIT Madras,Economics,2018,North,Male,General,Low,Urban,Employed,Healthcare,830463,0.92,1.1,6.2,281753,204669,62168,3.78,7.9,20,0.79,Yes,8.9,8
939,Diya Chatterjee,SRM University,Mechanical Engineering,2019,North,Male,General,Middle,Rural,Employed,Education,783470,0.93,1.4,7.8,372484,244839,54154,2.46,8.2,26,0.82,No,9.7,3
940,Aadhya Varma,Manipal University,Marketing,2022,South,Female,OBC,Low,Rural,Employed,IT,634196,0.88,1.7,8.6,157459,96572,35687,5.21,8.0,23,0.72,No,9.6,6
941,Myra Gupta,Jadavpur University,Psychology,2021,North,Male,SC,Middle,Urban,Employed,Education,710323,0.88,2.4,9.4,408053,202575,160810,2.87,7.1,26,0.93,No,7.4,8
942,Anika Bose,SRM University,Economics,2019,East,Female,General,Middle,Urban,Employed,Finance,1202001,0.91,3.1,9.8,546058,384216,67220,2.51,7.2,23,0.72,Yes,9.1,5
943,Krishna Joshi,Delhi University,Data Science,2018,North,Female,SC,Low,Rural,Employed,Healthcare,657847,0.96,2.5,6.4,151281,55623,14024,4.79,7.0,23,0.75,Yes,7.4,10
944,Ishaan Singh,Anna University,Mechanical Engineering,2022,West,Male,SC,Low,Urban,Employed,IT,814754,0.9,1.5,8.1,588712,322407,68190,1.57,9.1,29,0.86,Yes,9.6,4
945,Anika Varma,Anna University,Data Science,2022,East,Female,SC,Low,Urban,Employed,Public Sector,670551,0.94,3.9,9.9,292380,211370,16159,2.43,8.4,10,0.86,No,9.7,1
946,Myra Singh,SRM University,Computer Science,2019,West,Male,SC,Low,Urban,Employed,Public Sector,788223,0.93,2.3,9.3,614715,384780,94147,1.51,9.9,17,0.75,No,7.7,1
947,Rohan Sharma,Jadavpur University,Computer Science,2019,North,Male,SC,Low,Rural,Employed,Manufacturing,658193,0.95,1.7,6.3,565129,207187,69339,1.33,9.4,18,0.72,Yes,9.9,0
948,Aadhya Roy,Anna University,Electrical Engineering,2018,North,Male,SC,Middle,Urban,Employed,Public Sector,697912,0.81,2.4,8.5,435329,152300,56384,1.84,7.5,17,0.91,Yes,8.1,1
949,Arjun Nair,SRM University,Data Science,2023,South,Female,General,High,Rural,Employed,Research,510774,0.94,3.4,6.7,418183,306434,150558,1.91,8.2,21,0.72,No,7.5,0
950,Ishaan Kumar,IIT Madras,Economics,2019,North,Male,General,High,Urban,Employed,Education,818998,0.88,3.0,6.2,551155,310256,26009,1.56,9.1,25,0.7,No,7.6,2
951,Vihaan Patel,Jadavpur University,Business Administration,2022,North,Male,ST,Middle,Urban,Employed,Consulting,727905,0.82,1.7,7.3,356143,179722,8172,2.09,7.0,29,0.78,Yes,8.4,9
952,Aarav Sharma,SRM University,Psychology,2023,North,Male,ST,Low,Urban,Employed,Public Sector,902283,0.95,3.0,8.0,330003,125442,28614,2.99,7.6,28,0.71,No,9.4,2
953,Aditya Sharma,SRM University,Data Science,2021,North,Female,SC,High,Rural,Unemployed,,0,0.84,,,266349,155744,71717,0.0,9.4,25,0.91,No,9.9,3
954,Sara Patel,IIT Madras,Civil Engineering,2019,East,Female,SC,Low,Urban,Employed,Finance,976621,0.96,3.7,8.7,566611,174345,89737,2.05,7.5,18,0.89,Yes,9.7,0
955,Saanvi Singh,IIM Bangalore,Psychology,2023,South,Female,OBC,Middle,Urban,Employed,Manufacturing,784432,0.91,2.8,7.2,591100,366940,92568,1.57,7.9,14,0.82,Yes,7.7,8
956,Aarav Nair,IIM Bangalore,Business Administration,2019,North,Female,SC,Low,Rural,Employed,Finance,859750,0.83,2.3,9.5,261464,153606,14475,3.48,8.0,28,0.93,Yes,9.8,4
957,Anika Chatterjee,Amity University,Economics,2019,West,Female,ST,High,Rural,Employed,Healthcare,649641,0.8,3.2,7.8,636129,311502,15410,1.05,9.7,18,0.78,No,8.5,10
958,Meera Reddy,Jadavpur University,Mechanical Engineering,2021,North,Male,ST,Middle,Urban,Employed,Education,822654,0.94,3.4,9.9,195730,63646,74878,6.81,9.2,16,0.8,Yes,9.3,4
959,Meera Singh,Delhi University,Economics,2019,North,Female,ST,Low,Urban,Employed,Research,512344,0.83,3.2,8.7,484035,211600,49149,1.18,7.4,15,0.72,Yes,9.6,2
960,Aarav Pandey,Amity University,Business Administration,2018,North,Male,OBC,Low,Urban,Employed,IT,1174659,0.9,1.0,8.1,694207,339086,152929,2.17,9.2,24,0.76,Yes,10.0,9
961,Vivaan Iyer,IIM Bangalore,Mechanical Engineering,2022,West,Female,General,Low,Urban,Employed,Manufacturing,1016009,0.93,2.9,7.6,396517,146486,129622,3.81,7.6,28,0.87,No,8.4,8
962,Diya Das,Delhi University,Mechanical Engineering,2018,South,Female,ST,Middle,Rural,Employed,IT,813571,0.92,1.7,7.8,174177,132492,67508,7.63,7.8,23,0.73,Yes,7.7,1
963,Navya Reddy,IIM Ahmedabad,Mechanical Engineering,2019,East,Female,SC,Middle,Urban,Employed,IT,970554,0.81,2.0,9.8,348298,215234,3155,2.81,7.2,17,0.77,No,7.6,9
964,Anika Singh,IIM Bangalore,Marketing,2023,South,Female,ST,Middle,Rural,Employed,IT,671290,0.92,1.5,6.6,250129,82362,18081,2.89,7.8,10,0.9,Yes,8.9,3
965,Navya Roy,Jadavpur University,Data Science,2022,North,Male,OBC,Middle,Urban,Employed,Consulting,1005992,0.91,1.6,7.2,675123,502035,260508,2.43,7.8,14,0.82,No,8.0,3
966,Aadhya Roy,IIT Delhi,Computer Science,2022,South,Female,General,Low,Urban,Unemployed,,0,0.86,,,498143,176139,30459,0.0,9.1,30,0.74,No,9.8,0
967,Ananya Chopra,IIT Bombay,Computer Science,2018,South,Male,ST,High,Urban,Employed,Education,690698,0.81,3.2,9.0,597186,301100,14098,1.18,7.3,26,0.74,Yes,8.7,2
968,Krishna Nair,Jadavpur University,Economics,2023,North,Male,SC,Low,Urban,Employed,Education,696856,0.85,3.2,9.9,542441,165859,192788,1.99,8.3,17,0.94,No,9.3,4
969,Sai Nair,Anna University,Economics,2022,North,Male,SC,Middle,Urban,Employed,Finance,760094,0.88,1.4,6.9,499067,208759,95931,1.89,8.5,30,0.95,No,9.2,8
970,Sara Reddy,Anna University,Economics,2021,South,Male,OBC,Middle,Urban,Employed,Manufacturing,567362,0.96,3.6,7.1,563391,296643,994,1.01,8.5,22,0.93,No,9.5,1
971,Anika Roy,Amity University,Economics,2021,West,Female,SC,High,Rural,Employed,Finance,838304,0.94,1.9,8.3,317398,186976,83769,3.59,7.6,23,0.94,Yes,7.0,4
972,Arjun Nair,IIT Kanpur,Business Administration,2023,East,Female,OBC,Middle,Urban,Employed,Research,848247,0.9,3.3,6.7,546785,313768,28957,1.64,7.5,30,0.81,No,8.0,4
973,Saanvi Menon,IIT Delhi,Economics,2018,North,Female,SC,High,Urban,Unemployed,,0,0.84,,,667008,458271,42104,0.0,8.6,10,0.91,No,8.4,3
974,Diya Desai,SRM University,Data Science,2022,West,Male,General,High,Rural,Employed,IT,587521,0.83,1.5,9.5,574832,288896,227061,1.69,9.3,13,0.9,Yes,8.0,4
975,Krishna Singh,IIT Bombay,Electrical Engineering,2020,North,Male,General,Low,Rural,Employed,Research,885661,0.81,1.2,6.7,154394,109912,15710,6.39,8.5,30,0.92,No,7.3,3
976,Aditya Bhat,Anna University,Biotechnology,2018,North,Male,General,Low,Rural,Employed,Healthcare,1037477,0.93,2.7,6.2,462280,351097,124477,3.07,9.4,25,0.89,No,7.7,1
977,Myra Nair,SRM University,Business Administration,2022,West,Male,SC,Low,Rural,Employed,Consulting,1317912,0.89,3.1,6.1,532372,404939,164806,3.59,7.4,24,0.79,No,7.6,2
978,Meera Varma,VIT Vellore,Psychology,2023,North,Male,ST,Low,Rural,Employed,Healthcare,838876,0.97,1.5,9.6,640679,228066,108921,1.58,7.3,26,0.73,No,7.1,10
979,Anika Desai,VIT Vellore,Economics,2021,South,Female,ST,Middle,Urban,Employed,Consulting,729366,0.89,3.0,8.9,387696,124124,109897,2.63,8.7,10,0.75,No,7.3,5
980,Aadhya Roy,Christ University,Biotechnology,2019,East,Male,General,Low,Rural,Employed,Manufacturing,833692,0.9,3.3,8.2,373647,275814,48817,2.57,7.5,22,0.85,No,9.5,7
981,Ishaan Chopra,VIT Vellore,Psychology,2021,North,Male,ST,Middle,Rural,Employed,Finance,1063519,0.93,3.5,9.6,407853,240238,95597,3.41,9.1,14,0.72,Yes,9.8,2
982,Myra Reddy,IIT Delhi,Psychology,2023,North,Male,OBC,Low,Rural,Employed,Education,1063423,0.9,1.9,9.4,314144,138548,27771,3.71,9.1,29,0.83,Yes,9.1,8
983,Vivaan Gupta,IIT Delhi,Computer Science,2018,North,Female,General,High,Rural,Employed,Consulting,776386,0.92,2.2,9.2,389739,126051,26459,2.14,8.1,25,0.88,No,7.2,3
984,Anika Joshi,IIT Kanpur,Data Science,2018,North,Male,General,Low,Rural,Employed,Education,1059398,0.85,1.7,7.3,672892,343380,81510,1.79,8.5,28,0.9,Yes,9.5,1
985,Arjun Chatterjee,SRM University,Mechanical Engineering,2019,South,Female,ST,Middle,Urban,Employed,Consulting,795426,0.83,3.2,6.1,671929,371808,178974,1.61,8.1,30,0.71,No,7.5,4
986,Ananya Bose,SRM University,Business Administration,2018,South,Female,ST,Middle,Rural,Employed,Consulting,968124,0.87,1.8,8.6,217798,113422,3580,4.52,8.4,26,0.82,No,7.2,8
987,Rohan Mehta,VIT Vellore,Computer Science,2019,East,Male,General,Middle,Rural,Employed,IT,909346,0.91,2.1,6.6,344733,256596,77727,3.41,9.5,26,0.91,No,9.5,2
988,Diya Singh,SRM University,Economics,2018,East,Female,OBC,Middle,Urban,Employed,Public Sector,721648,0.88,1.2,9.3,586857,301823,35679,1.31,7.0,22,0.87,Yes,9.0,3
989,Diya Kumar,Manipal University,Biotechnology,2022,East,Female,ST,Middle,Urban,Employed,Manufacturing,615517,0.94,2.6,9.7,378472,282551,113046,2.32,9.2,29,0.71,Yes,9.5,6
